Item No,Item Description,Invoice Date,Qty Shipped,Net Price,Unit Cost,Bill To,Whse
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-08,23,10.68,8.38,Halloran Mechanical,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-08,22,105.60,86.18,Ridgeline Plumbing Co.,100571
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-01-09,1,359.33,286.12,Sable Creek Refining,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-09,58,24.98,19.48,Fairmont Health System,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-09,356,1.96,1.77,Delta Ridge Industrial,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-09,73,1.91,1.77,Sable Creek Refining,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-09,325,10.14,7.08,Westport Unified Schools,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-09,84,8.22,7.08,Walk-in / no account,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-09,358,8.46,7.08,Sable Creek Refining,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-09,6,120.18,98.47,Walk-in / no account,100649
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-09,1,719.11,514.51,Walk-in / no account,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-09,244,3.98,2.37,Westport Unified Schools,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-09,88,14.98,11.68,Delta Ridge Industrial,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-09,77,16.46,11.68,Delta Ridge Industrial,100933
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-01-09,6,745.60,623.42,Delta Ridge Industrial,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-09,20,122.69,86.18,Delta Ridge Industrial,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-09,11,124.30,86.18,Walk-in / no account,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-09,27,121.80,86.18,Grayson HVAC Services,100933
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-01-10,1,461.85,286.12,Walk-in / no account,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-10,62,31.83,19.48,Delta Ridge Industrial,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-10,369,2.60,1.77,Grayson HVAC Services,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-10,6,122.13,98.47,Walk-in / no account,100205
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-10,24,117.75,98.47,Delta Ridge Industrial,100571
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-10,4,796.59,514.51,Delta Ridge Industrial,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-10,27,83.81,64.80,Westport Unified Schools,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-10,343,3.12,2.37,Westport Unified Schools,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-10,92,14.43,11.68,Grayson HVAC Services,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-10,102,10.54,8.38,Grayson HVAC Services,100205
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-10,20,41.01,28.31,Fairmont Health System,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-11,45,26.98,19.48,Ridgeline Plumbing Co.,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-11,247,6.16,4.71,Delta Ridge Industrial,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-11,356,5.44,4.71,Westport Unified Schools,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-11,97,14.15,11.68,Westport Unified Schools,100205
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-11,106,16.13,11.68,Walk-in / no account,100205
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-11,15,106.09,86.18,Halloran Mechanical,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-11,29,137.49,86.18,Grayson HVAC Services,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-11,10,110.40,86.18,Halloran Mechanical,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-12,58,28.31,19.48,Halloran Mechanical,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-12,50,24.84,19.48,Ridgeline Plumbing Co.,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-12,374,2.11,1.77,Sable Creek Refining,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-12,132,1.98,1.77,Halloran Mechanical,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-12,397,6.09,4.71,Sable Creek Refining,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-12,364,6.74,4.71,Westport Unified Schools,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-12,230,8.38,7.08,Delta Ridge Industrial,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-12,26,96.62,64.80,Grayson HVAC Services,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-12,237,2.84,2.37,Westport Unified Schools,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-12,79,19.24,11.68,Grayson HVAC Services,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-12,57,13.50,11.68,Halloran Mechanical,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-12,39,17.59,11.68,Ridgeline Plumbing Co.,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-12,90,13.51,8.38,Westport Unified Schools,100933
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-12,10,99.05,86.18,Sable Creek Refining,100205
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-12,38,111.09,86.18,Walk-in / no account,100571
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-12,38,38.40,28.31,Grayson HVAC Services,100959
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-01-13,1,426.14,286.12,Ridgeline Plumbing Co.,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-13,102,27.43,19.48,Delta Ridge Industrial,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-13,108,30.41,19.48,Walk-in / no account,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-13,100,31.11,19.48,Westport Unified Schools,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-13,357,1.92,1.77,Sable Creek Refining,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-13,167,2.41,1.77,Ridgeline Plumbing Co.,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-13,334,2.14,1.77,Delta Ridge Industrial,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-13,299,7.96,7.08,Delta Ridge Industrial,100047
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-13,23,122.20,98.47,Delta Ridge Industrial,100047
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-13,2,837.81,514.51,Ridgeline Plumbing Co.,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-13,8,71.26,64.80,Westport Unified Schools,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-13,313,3.59,2.37,Sable Creek Refining,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-13,386,3.31,2.37,Walk-in / no account,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-13,241,2.91,2.37,Grayson HVAC Services,100933
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-13,29,112.37,86.18,Delta Ridge Industrial,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-13,10,128.03,86.18,Ridgeline Plumbing Co.,100349
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-13,41,97.57,86.18,Walk-in / no account,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-14,22,26.53,19.48,Walk-in / no account,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-14,36,23.90,19.48,Halloran Mechanical,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-14,43,23.41,19.48,Ridgeline Plumbing Co.,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-14,278,2.61,1.77,Delta Ridge Industrial,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-14,386,7.99,7.08,Westport Unified Schools,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-14,40,152.63,98.47,Sable Creek Refining,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-14,6,149.40,98.47,Halloran Mechanical,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-14,12,166.11,98.47,Fairmont Health System,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-14,5,102.06,64.80,Walk-in / no account,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-14,111,3.02,2.37,Halloran Mechanical,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-14,235,3.90,2.37,Grayson HVAC Services,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-14,343,2.70,2.37,Westport Unified Schools,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-14,201,3.12,2.37,Ridgeline Plumbing Co.,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-14,23,17.46,11.68,Walk-in / no account,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-14,102,16.00,11.68,Sable Creek Refining,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-14,72,11.97,8.38,Delta Ridge Industrial,100349
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-14,100,11.62,8.38,Westport Unified Schools,100812
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-01-14,6,879.81,623.42,Delta Ridge Industrial,100959
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-14,7,99.74,86.18,Ridgeline Plumbing Co.,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-15,37,34.39,19.48,Halloran Mechanical,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-15,90,33.77,19.48,Sable Creek Refining,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,145,1.89,1.77,Walk-in / no account,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,291,2.47,1.77,Grayson HVAC Services,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,151,2.26,1.77,Halloran Mechanical,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,373,2.98,1.77,Sable Creek Refining,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,250,2.53,1.77,Grayson HVAC Services,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-15,290,2.63,1.77,Delta Ridge Industrial,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-15,78,5.63,4.71,Halloran Mechanical,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-15,85,8.89,7.08,Halloran Mechanical,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-15,432,10.14,7.08,Sable Creek Refining,100349
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-15,7,76.23,64.80,Walk-in / no account,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-15,303,3.07,2.37,Westport Unified Schools,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-15,70,11.84,8.38,Grayson HVAC Services,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-15,43,11.16,8.38,Walk-in / no account,100205
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-15,64,11.75,8.38,Ridgeline Plumbing Co.,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-15,58,13.45,8.38,Grayson HVAC Services,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-16,55,21.26,19.48,Ridgeline Plumbing Co.,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-16,164,2.54,1.77,Halloran Mechanical,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-16,249,2.59,1.77,Fairmont Health System,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-16,245,4.97,4.71,Fairmont Health System,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-16,216,8.35,7.08,Fairmont Health System,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-16,151,9.79,7.08,Fairmont Health System,100933
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-16,34,102.65,64.80,Westport Unified Schools,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-16,326,3.57,2.37,Sable Creek Refining,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-16,93,2.85,2.37,Walk-in / no account,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-16,30,14.00,11.68,Walk-in / no account,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-16,51,14.92,11.68,Fairmont Health System,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-16,98,12.01,8.38,Grayson HVAC Services,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-16,5,105.14,86.18,Sable Creek Refining,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-17,23,29.32,19.48,Sable Creek Refining,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-17,193,2.52,1.77,Ridgeline Plumbing Co.,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-17,240,6.03,4.71,Fairmont Health System,100047
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-17,23,136.78,98.47,Ridgeline Plumbing Co.,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-17,75,3.14,2.37,Sable Creek Refining,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-17,91,3.20,2.37,Halloran Mechanical,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-17,48,18.91,11.68,Fairmont Health System,100047
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-17,75,11.92,8.38,Fairmont Health System,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-17,32,10.78,8.38,Halloran Mechanical,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-17,47,10.56,8.38,Halloran Mechanical,100933
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-17,38,119.65,86.18,Sable Creek Refining,100933
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-17,10,40.21,28.31,Ridgeline Plumbing Co.,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-18,395,2.46,1.77,Westport Unified Schools,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-18,98,2.39,1.77,Walk-in / no account,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-18,236,7.30,4.71,Westport Unified Schools,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-18,359,8.52,7.08,Grayson HVAC Services,100959
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-18,37,134.76,98.47,Walk-in / no account,100117
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-18,4,726.57,514.51,Delta Ridge Industrial,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-18,90,2.92,2.37,Walk-in / no account,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-18,223,3.50,2.37,Fairmont Health System,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-18,221,3.95,2.37,Fairmont Health System,100959
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-18,24,99.97,86.18,Grayson HVAC Services,100812
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-18,16,44.19,28.31,Fairmont Health System,100349
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-18,40,38.03,28.31,Walk-in / no account,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-19,123,2.85,1.77,Ridgeline Plumbing Co.,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-19,186,7.49,4.71,Delta Ridge Industrial,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-19,115,8.55,7.08,Sable Creek Refining,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-19,396,8.87,7.08,Westport Unified Schools,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-19,182,10.74,7.08,Halloran Mechanical,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-19,11,143.93,98.47,Ridgeline Plumbing Co.,100117
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-19,4,872.49,514.51,Delta Ridge Industrial,100649
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-19,7,773.43,514.51,Westport Unified Schools,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-19,121,3.90,2.37,Ridgeline Plumbing Co.,100205
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-19,10,108.64,86.18,Walk-in / no account,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-19,38,101.34,86.18,Sable Creek Refining,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-19,25,98.46,86.18,Halloran Mechanical,100933
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-01-19,3,2344.04,1486.03,Ridgeline Plumbing Co.,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-20,33,30.84,19.48,Walk-in / no account,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-20,112,22.20,19.48,Sable Creek Refining,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-20,88,31.91,19.48,Sable Creek Refining,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-20,136,1.82,1.77,Halloran Mechanical,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-20,103,2.41,1.77,Walk-in / no account,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-20,370,2.16,1.77,Sable Creek Refining,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-20,127,6.97,4.71,Ridgeline Plumbing Co.,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-20,64,7.06,4.71,Walk-in / no account,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-20,78,7.10,4.71,Ridgeline Plumbing Co.,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-20,388,9.01,7.08,Halloran Mechanical,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-20,124,3.65,2.37,Ridgeline Plumbing Co.,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-20,115,15.04,11.68,Westport Unified Schools,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-20,76,11.67,8.38,Fairmont Health System,100047
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-20,58,13.35,8.38,Delta Ridge Industrial,100959
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-20,18,43.53,28.31,Delta Ridge Industrial,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-21,105,22.03,19.48,Westport Unified Schools,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-21,169,2.28,1.77,Fairmont Health System,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-21,137,2.03,1.77,Halloran Mechanical,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-21,213,5.31,4.71,Fairmont Health System,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-21,71,6.67,4.71,Halloran Mechanical,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-01-21,236,7.06,4.71,Delta Ridge Industrial,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-21,228,10.85,7.08,Delta Ridge Industrial,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-21,13,107.42,64.80,Ridgeline Plumbing Co.,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-21,213,3.64,2.37,Delta Ridge Industrial,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-21,115,3.03,2.37,Walk-in / no account,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-21,46,13.61,11.68,Ridgeline Plumbing Co.,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-21,26,14.97,11.68,Walk-in / no account,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-21,36,10.27,8.38,Walk-in / no account,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-21,120,10.77,8.38,Westport Unified Schools,100812
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-01-21,4,936.24,623.42,Fairmont Health System,100349
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-21,6,116.89,86.18,Halloran Mechanical,100571
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-01-21,16,33.99,28.31,Ridgeline Plumbing Co.,100649
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-01-22,6,399.00,286.12,Delta Ridge Industrial,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-22,211,10.30,7.08,Delta Ridge Industrial,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-01-22,310,8.08,7.08,Grayson HVAC Services,100649
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-22,5,708.26,514.51,Grayson HVAC Services,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-22,233,3.31,2.37,Delta Ridge Industrial,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-22,215,3.32,2.37,Ridgeline Plumbing Co.,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-01-22,93,11.20,8.38,Delta Ridge Industrial,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-22,29,128.11,86.18,Delta Ridge Industrial,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-23,111,2.00,1.77,Ridgeline Plumbing Co.,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-23,9,142.42,98.47,Halloran Mechanical,100205
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-01-23,7,130.00,98.47,Sable Creek Refining,100933
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-01-23,21,113.01,64.80,Fairmont Health System,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-23,237,3.55,2.37,Fairmont Health System,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-23,147,3.74,2.37,Halloran Mechanical,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-01-23,256,3.41,2.37,Delta Ridge Industrial,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-23,79,12.89,11.68,Fairmont Health System,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-23,94,15.88,11.68,Delta Ridge Industrial,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-01-23,93,16.39,11.68,Delta Ridge Industrial,100959
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-23,7,142.28,86.18,Walk-in / no account,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-01-23,28,129.49,86.18,Delta Ridge Industrial,100349
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-01-23,6,1641.37,1486.03,Delta Ridge Industrial,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-24,109,27.61,19.48,Grayson HVAC Services,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-01-24,96,21.89,19.48,Grayson HVAC Services,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-24,94,2.58,1.77,Ridgeline Plumbing Co.,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-01-24,149,2.73,1.77,Halloran Mechanical,100649
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-01-24,4,877.41,514.51,Grayson HVAC Services,100047
