Item No,Item Description,Invoice Date,Qty Shipped,Net Price,Unit Cost,Bill To,Whse
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-14,258,3.77,2.37,Cortland Fire Protection,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-14,250,3.79,2.37,Vance & Sons Plumbing,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-14,313,3.48,2.37,Cortland Fire Protection,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-14,77,13.17,8.38,Northgate Property Group,100571
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-14,39,40.84,28.31,Brightwater Facilities,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-15,128,2.84,1.77,Grayson HVAC Services,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-15,113,7.46,4.71,Brightwater Facilities,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-15,135,9.16,7.08,Grayson HVAC Services,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-15,205,8.92,7.08,Westport Unified Schools,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-15,154,11.23,7.08,Tidewater Mechanical,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-15,14,127.94,98.47,Fairmont Health System,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-15,8,80.20,64.80,Westport Unified Schools,100205
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-15,27,97.87,64.80,Cortland Fire Protection,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-15,272,3.72,2.37,Cortland Fire Protection,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-15,78,2.95,2.37,Ridgeline Plumbing Co.,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-15,328,2.98,2.37,Cortland Fire Protection,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-15,397,2.94,2.37,Walk-in,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-15,99,15.96,11.68,Orion Municipal Works,100117
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-02-15,3,876.44,623.42,Fairmont Health System,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-16,22,25.92,19.48,Fairmont Health System,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-16,44,29.35,19.48,Ridgeline Plumbing Co.,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-16,21,22.27,19.48,Kestrel Construction LLC,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-16,167,2.31,1.77,Westport Unified Schools,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-16,159,2.51,1.77,Fairmont Health System,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-16,340,2.68,1.77,Vance & Sons Plumbing,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-16,60,2.61,1.77,Kestrel Construction LLC,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-16,60,6.37,4.71,Kestrel Construction LLC,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-16,116,6.55,4.71,Walk-in,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-16,147,8.73,7.08,Delta Ridge Industrial,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-16,349,10.71,7.08,Walk-in,100571
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-16,27,127.72,98.47,Cortland Fire Protection,100349
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-16,34,76.67,64.80,Orion Municipal Works,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-16,27,85.18,64.80,Tidewater Mechanical,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-16,29,15.23,11.68,Delta Ridge Industrial,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-16,83,18.47,11.68,Cortland Fire Protection,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-16,22,14.92,11.68,Kestrel Construction LLC,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-16,28,18.17,11.68,Delta Ridge Industrial,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-16,20,10.72,8.38,Walk-in,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-17,65,2.31,1.77,Brightwater Facilities,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-17,157,2.66,1.77,Grayson HVAC Services,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-17,286,2.21,1.77,Sable Creek Refining,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-17,289,2.63,1.77,Vance & Sons Plumbing,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-17,362,2.47,1.77,Halloran Mechanical,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-17,360,9.12,7.08,Halloran Mechanical,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-17,37,123.37,98.47,Halloran Mechanical,100649
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-17,8,665.01,514.51,Halloran Mechanical,100812
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-17,9,104.70,64.80,Delta Ridge Industrial,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-17,34,74.92,64.80,Brightwater Facilities,100812
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-17,6,102.04,64.80,Kestrel Construction LLC,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-17,343,3.62,2.37,Brightwater Facilities,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-17,176,2.72,2.37,Sable Creek Refining,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-17,231,3.20,2.37,Sable Creek Refining,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-17,89,15.18,11.68,Vance & Sons Plumbing,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-17,104,14.34,11.68,Brightwater Facilities,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-17,36,112.76,86.18,Kestrel Construction LLC,100812
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-17,6,43.57,28.31,Kestrel Construction LLC,100349
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-02-17,8,2233.87,1486.03,Halloran Mechanical,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-18,171,2.49,1.77,Grayson HVAC Services,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-18,302,2.55,1.77,Brightwater Facilities,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-18,249,2.86,1.77,Brightwater Facilities,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-18,356,2.43,1.77,Brightwater Facilities,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-18,381,11.14,7.08,Walk-in,100959
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-18,38,134.34,98.47,Walk-in,100571
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-18,3,768.57,514.51,Fairmont Health System,100812
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-18,30,82.54,64.80,Orion Municipal Works,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-18,18,101.34,64.80,Sable Creek Refining,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-18,93,2.94,2.37,Walk-in,100205
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-18,56,14.80,11.68,Sable Creek Refining,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-18,16,109.83,86.18,Fairmont Health System,100047
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-18,38,41.63,28.31,Halloran Mechanical,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-19,113,29.05,19.48,Orion Municipal Works,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-19,318,2.09,1.77,Orion Municipal Works,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-19,106,2.52,1.77,Ridgeline Plumbing Co.,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-19,196,2.08,1.77,Northgate Property Group,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-19,32,142.91,98.47,Kestrel Construction LLC,100959
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-19,195,3.22,2.37,Tidewater Mechanical,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-19,32,18.23,11.68,Ridgeline Plumbing Co.,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-19,39,134.69,86.18,Walk-in,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-20,98,30.68,19.48,Kestrel Construction LLC,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-20,260,2.78,1.77,Northgate Property Group,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-20,116,2.60,1.77,Grayson HVAC Services,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-20,194,7.18,4.71,Westport Unified Schools,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-20,343,10.61,7.08,Halloran Mechanical,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-20,110,3.04,2.37,Tidewater Mechanical,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-20,328,3.56,2.37,Brightwater Facilities,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-20,37,14.44,11.68,Halloran Mechanical,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-20,65,15.63,11.68,Northgate Property Group,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-20,103,17.38,11.68,Halloran Mechanical,100959
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-20,39,45.07,28.31,Brightwater Facilities,100649
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-20,21,39.21,28.31,Northgate Property Group,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-21,65,23.18,19.48,Tidewater Mechanical,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-21,47,23.58,19.48,Tidewater Mechanical,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-21,281,2.28,1.77,Cortland Fire Protection,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-21,112,2.55,1.77,Brightwater Facilities,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-21,225,2.10,1.77,Sable Creek Refining,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-21,153,2.25,1.77,Tidewater Mechanical,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-21,202,7.44,4.71,Fairmont Health System,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-21,334,5.59,4.71,Walk-in,100649
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-21,12,100.34,64.80,Halloran Mechanical,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-21,22,75.83,64.80,Cortland Fire Protection,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-21,40,103.91,64.80,Brightwater Facilities,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-21,229,3.56,2.37,Cortland Fire Protection,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-21,400,2.72,2.37,Walk-in,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-21,345,3.51,2.37,Walk-in,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-21,119,13.96,11.68,Brightwater Facilities,100349
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-21,63,13.46,8.38,Tidewater Mechanical,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-21,12,108.36,86.18,Grayson HVAC Services,100349
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-21,20,36.02,28.31,Tidewater Mechanical,100571
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-21,11,37.87,28.31,Grayson HVAC Services,100812
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-02-21,2,1980.39,1486.03,Grayson HVAC Services,100205
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-02-21,8,2274.23,1486.03,Brightwater Facilities,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-22,71,22.31,19.48,Northgate Property Group,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-22,355,2.68,1.77,Kestrel Construction LLC,100117
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-22,164,7.00,4.71,Westport Unified Schools,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-22,214,9.28,7.08,Tidewater Mechanical,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-22,289,10.07,7.08,Northgate Property Group,100959
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-22,5,779.28,514.51,Northgate Property Group,100933
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-22,21,75.68,64.80,Fairmont Health System,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-22,162,3.29,2.37,Fairmont Health System,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-22,347,2.81,2.37,Cortland Fire Protection,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-22,66,18.29,11.68,Tidewater Mechanical,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-22,25,18.33,11.68,Ridgeline Plumbing Co.,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-22,67,14.30,11.68,Westport Unified Schools,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-22,51,13.29,8.38,Westport Unified Schools,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-22,16,138.51,86.18,Tidewater Mechanical,100349
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-22,15,118.94,86.18,Fairmont Health System,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-23,26,31.39,19.48,Kestrel Construction LLC,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-23,76,27.31,19.48,Northgate Property Group,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-23,252,6.91,4.71,Northgate Property Group,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-23,311,11.06,7.08,Halloran Mechanical,100117
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-23,16,147.82,98.47,Tidewater Mechanical,100047
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-23,12,122.46,98.47,Halloran Mechanical,100117
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-23,25,147.27,98.47,Northgate Property Group,100812
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-23,4,810.43,514.51,Ridgeline Plumbing Co.,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-23,94,2.88,2.37,Delta Ridge Industrial,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-23,155,3.51,2.37,Delta Ridge Industrial,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-23,150,3.46,2.37,Ridgeline Plumbing Co.,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-23,56,16.64,11.68,Westport Unified Schools,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-23,36,14.21,11.68,Tidewater Mechanical,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-23,54,12.92,8.38,Westport Unified Schools,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-23,109,13.41,8.38,Kestrel Construction LLC,100205
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-23,32,12.98,8.38,Grayson HVAC Services,100959
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-02-23,1,714.40,623.42,Walk-in,100349
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-23,22,114.99,86.18,Tidewater Mechanical,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-23,30,99.93,86.18,Northgate Property Group,100571
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-23,38,126.61,86.18,Delta Ridge Industrial,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-24,114,29.77,19.48,Ridgeline Plumbing Co.,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-24,185,2.40,1.77,Sable Creek Refining,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-24,144,2.14,1.77,Halloran Mechanical,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-24,216,2.18,1.77,Grayson HVAC Services,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-24,246,2.22,1.77,Sable Creek Refining,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-24,193,8.57,7.08,Tidewater Mechanical,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-24,31,97.31,64.80,Vance & Sons Plumbing,100349
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-24,18,90.60,64.80,Tidewater Mechanical,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-24,314,3.58,2.37,Cortland Fire Protection,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-24,92,2.81,2.37,Ridgeline Plumbing Co.,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-24,265,2.75,2.37,Cortland Fire Protection,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-24,95,18.19,11.68,Vance & Sons Plumbing,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-24,80,17.31,11.68,Vance & Sons Plumbing,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-24,97,13.15,8.38,Ridgeline Plumbing Co.,100205
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-24,111,12.64,8.38,Cortland Fire Protection,100933
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-02-25,3,352.48,286.12,Delta Ridge Industrial,100649
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-02-25,7,384.55,286.12,Cortland Fire Protection,100933
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-25,79,26.52,19.48,Tidewater Mechanical,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-25,117,26.79,19.48,Cortland Fire Protection,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-25,329,2.67,1.77,Orion Municipal Works,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-25,101,2.31,1.77,Walk-in,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-25,270,2.45,1.77,Cortland Fire Protection,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-25,394,6.75,4.71,Ridgeline Plumbing Co.,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-25,98,6.27,4.71,Walk-in,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-25,332,7.23,4.71,Orion Municipal Works,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-25,330,6.04,4.71,Cortland Fire Protection,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-25,322,10.63,7.08,Cortland Fire Protection,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-25,255,11.12,7.08,Tidewater Mechanical,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-25,39,142.04,98.47,Walk-in,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-25,82,13.48,8.38,Orion Municipal Works,100205
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-25,10,124.28,86.18,Ridgeline Plumbing Co.,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-25,20,131.23,86.18,Tidewater Mechanical,100959
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-25,16,45.26,28.31,Grayson HVAC Services,100117
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-02-25,2,2155.62,1486.03,Grayson HVAC Services,100117
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-26,21,23.34,19.48,Grayson HVAC Services,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-26,126,2.63,1.77,Delta Ridge Industrial,100812
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-26,111,6.32,4.71,Halloran Mechanical,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-26,191,9.00,7.08,Westport Unified Schools,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-02-26,282,11.43,7.08,Vance & Sons Plumbing,100812
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-26,3,787.87,514.51,Ridgeline Plumbing Co.,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-26,27,73.98,64.80,Sable Creek Refining,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-02-26,26,90.30,64.80,Tidewater Mechanical,100959
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-26,60,3.02,2.37,Halloran Mechanical,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-26,269,2.99,2.37,Sable Creek Refining,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-02-26,81,16.93,11.68,Sable Creek Refining,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-26,64,10.27,8.38,Northgate Property Group,100349
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-26,56,10.55,8.38,Fairmont Health System,100349
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-26,85,9.60,8.38,Orion Municipal Works,100571
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-26,119,11.23,8.38,Halloran Mechanical,100649
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-02-27,4,392.73,286.12,Westport Unified Schools,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-02-27,67,29.67,19.48,Cortland Fire Protection,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-02-27,163,2.64,1.77,Sable Creek Refining,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-27,225,7.33,4.71,Cortland Fire Protection,100649
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-02-27,75,5.43,4.71,Grayson HVAC Services,100959
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-27,19,141.21,98.47,Fairmont Health System,100047
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-02-27,29,119.98,98.47,Vance & Sons Plumbing,100205
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-02-27,1,743.35,514.51,Ridgeline Plumbing Co.,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,148,3.82,2.37,Fairmont Health System,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,199,3.33,2.37,Westport Unified Schools,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,68,3.13,2.37,Grayson HVAC Services,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,357,3.71,2.37,Brightwater Facilities,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,279,3.83,2.37,Cortland Fire Protection,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-02-27,355,2.76,2.37,Orion Municipal Works,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-02-27,60,12.33,8.38,Westport Unified Schools,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-27,13,133.85,86.18,Westport Unified Schools,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-27,14,103.47,86.18,Westport Unified Schools,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-02-27,19,132.72,86.18,Delta Ridge Industrial,100349
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-27,36,39.83,28.31,Grayson HVAC Services,100649
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-02-27,6,44.28,28.31,Ridgeline Plumbing Co.,100933
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-02-28,5,378.45,286.12,Vance & Sons Plumbing,100349
